Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment
STU0357,24,Male,Pune,Master's,Student,Data Science with Python,Data Analytics,4999,Mobile,10-01-2023,79,14,13,90,12,Completed,Yes,4.3,Positive
STU0358,20,Male,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,14-04-2024,97,28,13,39,17,Completed,Yes,3.6,Positive
STU0359,34,Female,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,28-09-2024,13,2,19,54,9,Dropped,No,,Negative
STU0360,18,Male,Ahmedabad,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,30-07-2024,87,10,10,53,29,Completed,Yes,3,Positive
STU0361,33,Other,Mumbai,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,13-04-2023,102,2,5,50,19,Dropped,No,,Neutral
STU0362,29,Female,Pune,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,17-03-2023,96,27,0,38,14,Completed,Yes,3.5,Positive
STU0363,44,Female,Mumbai,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Desktop,04-07-2024,45,9,18,87,14,Dropped,No,,Neutral
STU0364,36,Female,Chennai,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,07-08-2023,114,49,6,43,17,Completed,Yes,3,Positive
STU0365,39,Female,Pune,High School,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,02-06-2024,99,32,17,58,2,Completed,Yes,3.4,Neutral
STU0366,40,Female,Chennai,Master's,Student,Data Science with Python,Data Analytics,4999,Tablet,29-09-2023,65,47,2,73,8,Completed,Yes,3.1,Positive
STU0367,39,Female,Hyderabad,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,16-05-2023,47,15,19,58,5,Dropped,No,,Negative
STU0368,31,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Tablet,24-12-2023,58,9,10,36,27,Dropped,No,,Negative
STU0369,23,Male,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,12-03-2023,109,32,4,38,7,Completed,Yes,3.8,Negative
STU0370,23,Male,Pune,PhD,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,08-09-2023,5,35,18,67,22,Dropped,No,,Negative
STU0371,30,Female,Pune,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Mobile,14-01-2024,77,2,1,54,29,Completed,Yes,4.4,Positive
STU0372,36,Male,Kolkata,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,19-10-2023,118,4,3,51,16,Completed,No,4.1,Positive
STU0373,39,Male,Chennai,High School,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,11-06-2023,5,11,9,66,16,Dropped,No,,Neutral
STU0374,25,Male,Hyderabad,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Mobile,24-03-2024,60,43,1,66,17,Completed,Yes,3.1,Neutral
STU0375,44,Male,Delhi,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,10-07-2024,96,12,7,83,22,Completed,No,4.8,Neutral
STU0376,44,Female,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,06-11-2023,115,23,0,65,27,Completed,Yes,5,Neutral
STU0377,19,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,18-09-2024,21,43,5,54,7,Dropped,No,,Negative
STU0378,38,Male,Mumbai,High School,Freelancer,SQL Fundamentals,Data Analytics,2499,Tablet,31-10-2024,24,31,10,36,20,Dropped,No,,Negative
STU0379,18,Female,Chennai,Master's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,25-06-2024,18,15,9,61,8,Dropped,No,,Neutral
STU0380,32,Female,Kolkata,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,09-01-2023,21,31,12,48,8,Dropped,No,,Neutral
STU0381,18,Male,Kolkata,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,14-11-2024,54,44,0,89,23,Completed,Yes,3.9,Neutral
STU0382,22,Female,Pune,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,21-07-2024,10,36,1,36,11,Dropped,No,,Negative
STU0383,33,Male,Mumbai,PhD,Student,SQL Fundamentals,Data Analytics,2499,Desktop,03-11-2023,24,35,2,33,15,Dropped,No,,Negative
STU0384,36,Male,Mumbai,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Tablet,10-11-2024,104,20,8,43,18,Completed,Yes,3.6,Positive
STU0385,21,Other,Ahmedabad,Master's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,17-04-2023,111,46,4,76,6,Completed,Yes,3.4,Neutral
STU0386,20,Male,Mumbai,Master's,Working Professional,Python for Beginners,Programming,1999,Mobile,18-05-2023,85,11,9,69,22,Completed,Yes,3.3,Positive
STU0387,34,Female,Kolkata,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,28-09-2023,89,20,9,76,12,Completed,Yes,4.3,Neutral
STU0388,34,Female,Delhi,PhD,Student,Business Intelligence,BI Tools,4499,Tablet,29-04-2023,116,20,11,80,15,Completed,Yes,4.5,Neutral
STU0389,29,Male,Bangalore,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,20-04-2023,60,42,17,58,28,Completed,Yes,4.9,Negative
STU0390,31,Female,Chennai,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,20-07-2024,57,5,0,74,23,Dropped,No,,Neutral
STU0391,38,Female,Bangalore,Master's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,09-06-2023,23,8,2,55,6,Dropped,No,,Negative
STU0392,23,Male,Kolkata,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,06-10-2023,22,0,4,56,18,Dropped,No,,Neutral
STU0393,20,Female,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Desktop,16-10-2023,68,11,16,33,24,Dropped,No,,Neutral
STU0394,26,Female,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,11-09-2024,34,13,7,46,20,Dropped,No,,Negative
STU0395,22,Female,Bangalore,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,04-08-2023,70,5,16,50,9,Dropped,No,,Negative
STU0396,41,Female,Mumbai,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,18-12-2023,28,0,8,92,8,Dropped,No,,Negative
STU0397,34,Male,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,28-07-2023,95,21,5,63,14,Completed,Yes,3.7,Neutral
STU0398,31,Female,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,11-10-2024,99,33,16,87,19,Completed,No,4.8,Neutral
STU0399,38,Female,Mumbai,High School,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,28-09-2023,39,10,7,67,19,Dropped,No,,Neutral
STU0400,20,Female,Ahmedabad,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,01-06-2024,42,2,6,76,8,Dropped,No,,Negative
STU0401,18,Female,Pune,Master's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,15-05-2024,23,41,6,94,2,Dropped,No,,Neutral
STU0402,37,Female,Pune,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Mobile,15-09-2023,70,5,14,41,25,Dropped,No,,Negative
STU0403,38,Male,Bangalore,PhD,Student,Excel for Analytics,BI Tools,1499,Desktop,22-02-2023,80,5,6,23,4,Dropped,No,,Negative
STU0404,40,Female,Kolkata,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,05-04-2023,2,19,7,91,6,Dropped,No,,Negative
STU0405,18,Female,Ahmedabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,11-10-2024,24,20,8,65,3,Dropped,No,,Negative
STU0406,20,Female,Mumbai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,09-03-2024,17,1,14,78,3,Dropped,No,,Neutral
STU0407,35,Female,Ahmedabad,Bachelor's,Freelancer,Data Science with Python,Data Analytics,4999,Desktop,11-10-2023,109,25,1,53,19,Completed,Yes,3.9,Positive
STU0408,42,Male,Bangalore,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,15-02-2023,65,30,6,30,11,Dropped,No,,Neutral
STU0409,27,Male,Pune,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,04-01-2023,70,25,14,50,29,Completed,Yes,4.8,Positive
STU0410,39,Male,Hyderabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,08-12-2023,69,31,17,30,10,Dropped,No,,Neutral
STU0411,43,Male,Chennai,PhD,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,14-05-2023,109,9,17,75,12,Completed,Yes,3.8,Positive
STU0412,20,Female,Bangalore,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,14-10-2024,60,22,9,57,14,Dropped,No,,Negative
STU0413,25,Female,Ahmedabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,26-09-2023,119,5,17,40,28,Completed,Yes,3.2,Positive
STU0414,31,Female,Hyderabad,High School,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,15-06-2023,50,22,0,29,18,Dropped,No,,Negative
STU0415,41,Male,Chennai,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Desktop,28-03-2024,93,27,6,45,24,Completed,Yes,4.9,Positive
STU0416,35,Female,Delhi,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,18-07-2024,12,48,2,27,9,Dropped,No,,Negative
STU0417,32,Male,Bangalore,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,13-03-2024,103,29,13,27,15,Completed,Yes,4.7,Positive
STU0418,39,Male,Bangalore,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Tablet,28-07-2024,47,13,11,79,24,Completed,Yes,3.3,Positive
STU0419,40,Female,Delhi,High School,Student,Python for Beginners,Programming,1999,Desktop,10-01-2023,67,36,13,91,26,Completed,Yes,4.7,Positive
STU0420,19,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,25-04-2023,112,31,3,53,3,Completed,Yes,3.2,Positive
STU0421,44,Male,Bangalore,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,19-03-2023,65,48,12,35,23,Completed,Yes,5,Neutral
STU0422,27,Male,Delhi,Master's,Working Professional,Business Intelligence,BI Tools,4499,Tablet,02-06-2023,27,33,15,32,11,Dropped,No,,Negative
STU0423,19,Male,Mumbai,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,12-07-2024,48,40,15,95,10,Completed,No,3.8,Positive
STU0424,43,Male,Chennai,Master's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,06-02-2023,88,43,4,41,18,Completed,Yes,3.3,Neutral
STU0425,34,Female,Chennai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Tablet,14-01-2024,62,21,19,46,4,Dropped,No,,Neutral
STU0426,25,Male,Chennai,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,19-08-2024,44,30,5,83,28,Completed,Yes,5,Positive
STU0427,18,Female,Mumbai,Master's,Student,Data Science with Python,Data Analytics,4999,Desktop,19-07-2024,19,6,5,21,13,Dropped,No,,Neutral
STU0428,26,Male,Kolkata,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,01-06-2023,59,40,17,45,29,Completed,Yes,4.7,Neutral
STU0429,28,Male,Delhi,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,16-03-2024,8,20,5,88,6,Dropped,No,,Negative
STU0430,39,Male,Hyderabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,11-05-2023,55,15,6,49,27,Dropped,No,,Negative
STU0431,33,Male,Delhi,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Mobile,12-02-2023,108,19,15,27,21,Completed,Yes,4.5,Positive
STU0432,24,Male,Bangalore,Master's,Working Professional,Python for Beginners,Programming,1999,Mobile,12-11-2023,47,42,8,57,13,Dropped,No,,Negative
STU0433,27,Male,Pune,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,09-01-2024,2,43,12,80,25,Completed,Yes,5,Neutral
STU0434,40,Female,Ahmedabad,Master's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,10-02-2023,94,46,11,84,26,Completed,Yes,3.9,Positive
STU0435,43,Male,Ahmedabad,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,02-01-2024,94,49,18,86,20,Completed,Yes,4.4,Positive
STU0436,20,Female,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,04-08-2023,113,18,0,65,5,Completed,No,3.8,Positive
STU0437,35,Male,Delhi,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,29-11-2024,39,47,7,91,20,Completed,Yes,3.8,Positive
STU0438,42,Female,Hyderabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,13-09-2023,45,31,3,62,14,Dropped,No,,Negative
STU0439,41,Female,Bangalore,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Tablet,13-11-2024,32,14,18,78,13,Dropped,No,,Negative
STU0440,30,Female,Mumbai,PhD,Student,Machine Learning Basics,AI/ML,5999,Mobile,16-04-2023,65,4,4,65,14,Dropped,No,,Neutral
STU0441,43,Female,Kolkata,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,29-12-2023,38,10,16,91,8,Dropped,No,,Neutral
STU0442,24,Male,Mumbai,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Tablet,27-07-2024,77,14,2,54,16,Dropped,No,,Neutral
STU0443,42,Female,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,21-02-2024,11,28,18,58,13,Dropped,No,,Neutral
STU0444,21,Male,Bangalore,Bachelor's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Desktop,27-09-2024,10,49,0,70,24,Completed,Yes,3.5,Positive
STU0445,30,Female,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Tablet,08-06-2023,112,44,0,23,15,Completed,Yes,3.9,Positive
STU0446,37,Male,Delhi,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,31-08-2023,59,3,19,99,19,Completed,Yes,3.3,Positive
STU0447,18,Male,Bangalore,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,16-06-2023,90,48,8,96,1,Completed,Yes,3.4,Positive
STU0448,25,Female,Ahmedabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,01-07-2023,55,35,4,70,22,Completed,Yes,4.8,Neutral
STU0449,31,Female,Kolkata,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,27-02-2024,20,47,6,24,2,Dropped,No,,Negative
STU0450,33,Female,Mumbai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,26-01-2023,81,22,5,74,18,Completed,Yes,4.5,Positive
STU0451,31,Female,Kolkata,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,03-07-2023,17,14,16,39,19,Dropped,No,,Neutral
STU0452,29,Other,Kolkata,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,07-12-2023,68,45,16,43,8,Dropped,No,,Negative
STU0453,36,Male,Hyderabad,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,26-02-2024,5,43,12,55,3,Dropped,No,,Neutral
STU0454,40,Male,Hyderabad,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,16-11-2024,60,2,11,53,23,Dropped,No,,Neutral
STU0455,32,Male,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,12-09-2023,23,31,3,73,26,Completed,Yes,3.1,Positive
STU0456,19,Male,Hyderabad,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,01-10-2023,46,9,7,53,14,Dropped,No,,Negative
STU0457,19,Female,Hyderabad,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,13-06-2023,52,39,4,36,26,Completed,No,4.3,Positive
STU0458,40,Male,Bangalore,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,21-04-2023,10,37,4,24,9,Dropped,No,,Negative
STU0459,39,Female,Ahmedabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,27-01-2024,46,21,12,37,29,Dropped,No,,Negative
STU0460,36,Male,Chennai,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,09-02-2023,28,13,10,74,8,Dropped,No,,Negative
STU0461,42,Female,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,26-04-2024,97,16,7,72,17,Completed,Yes,4.2,Positive
STU0462,43,Female,Bangalore,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,16-08-2023,43,20,7,69,23,Dropped,No,,Neutral
STU0463,39,Male,Chennai,PhD,Student,Excel for Analytics,BI Tools,1499,Mobile,24-07-2023,26,47,0,91,23,Completed,Yes,4.9,Positive
STU0464,43,Male,Kolkata,High School,Student,SQL Fundamentals,Data Analytics,2499,Desktop,16-04-2024,55,14,12,98,24,Completed,No,4.8,Positive
STU0465,43,Male,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,25-12-2023,114,14,4,64,16,Completed,Yes,3.5,Positive
STU0466,39,Male,Pune,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,09-11-2023,48,0,7,32,10,Dropped,No,,Neutral
STU0467,34,Male,Bangalore,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,22-08-2023,29,23,16,35,21,Dropped,No,,Neutral
STU0468,37,Male,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Tablet,17-08-2023,27,11,12,32,10,Dropped,No,,Negative
STU0469,27,Male,Chennai,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,25-01-2023,18,9,8,39,25,Dropped,No,,Negative
STU0470,23,Female,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,06-11-2024,104,45,1,85,25,Completed,Yes,3.1,Positive
STU0471,32,Female,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,17-07-2023,60,41,18,66,24,Completed,Yes,4.2,Negative
STU0472,39,Female,Chennai,High School,Student,Statistics for Data Science,Data Analytics,3999,Desktop,13-02-2024,74,41,19,38,6,Dropped,No,,Negative
STU0473,28,Male,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,03-12-2023,106,30,16,64,22,Completed,Yes,3.9,Positive
STU0474,22,Female,Mumbai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,13-10-2023,69,10,6,56,17,Dropped,No,,Negative
STU0475,18,Male,Bangalore,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,13-03-2023,74,15,2,73,29,Completed,Yes,4.3,Positive
STU0476,25,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Tablet,13-10-2023,114,8,18,25,16,Dropped,No,,Neutral
STU0477,38,Female,Pune,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Tablet,26-12-2023,21,46,18,33,15,Dropped,No,,Negative
STU0478,29,Male,Ahmedabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,18-10-2024,24,13,8,23,22,Dropped,No,,Negative
STU0479,29,Female,Kolkata,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,05-06-2024,102,18,9,74,14,Completed,Yes,4.7,Positive
STU0480,22,Female,Chennai,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,14-02-2024,3,30,13,53,4,Dropped,No,,Neutral
STU0481,24,Male,Ahmedabad,Master's,Student,Machine Learning Basics,AI/ML,5999,Mobile,26-11-2024,104,8,17,46,4,Dropped,No,,Negative
STU0482,21,Male,Bangalore,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,03-07-2024,95,35,14,26,2,Dropped,No,,Neutral
STU0483,23,Male,Delhi,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,06-12-2023,62,38,0,22,29,Completed,Yes,3.5,Positive
STU0484,30,Female,Kolkata,Master's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,29-01-2023,105,25,5,66,11,Completed,Yes,3.1,Positive
STU0485,37,Male,Ahmedabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,29-04-2023,101,7,14,21,4,Dropped,No,,Negative
STU0486,32,Male,Mumbai,High School,Freelancer,Python for Beginners,Programming,1999,Desktop,25-09-2023,2,23,5,99,21,Dropped,No,,Neutral
STU0487,20,Male,Ahmedabad,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,02-07-2023,66,7,17,44,29,Dropped,No,,Negative
STU0488,40,Female,Pune,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,17-08-2024,103,18,0,79,28,Completed,Yes,3.9,Positive
STU0489,25,Male,Delhi,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,29-09-2023,113,46,2,98,21,Completed,Yes,4.1,Positive
STU0490,37,Male,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,09-02-2023,42,47,16,43,16,Dropped,No,,Negative
STU0491,33,Female,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Mobile,22-04-2023,108,29,15,34,21,Completed,Yes,4.5,Positive
STU0492,30,Female,Chennai,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,02-09-2024,34,21,7,33,4,Dropped,No,,Negative
STU0493,35,Male,Kolkata,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,20-03-2024,42,8,16,73,1,Dropped,No,,Negative
STU0494,27,Male,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,20-12-2023,20,43,7,97,26,Completed,Yes,4.6,Negative
STU0495,36,Male,Hyderabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,18-11-2023,97,47,16,25,24,Completed,Yes,3.3,Neutral
STU0496,34,Female,Mumbai,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,22-03-2024,68,3,8,97,19,Completed,Yes,5,Positive
STU0497,41,Male,Hyderabad,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,12-09-2024,45,36,11,37,2,Dropped,No,,Negative
STU0498,36,Female,Hyderabad,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,07-06-2024,108,7,18,39,9,Dropped,No,,Neutral
STU0499,43,Female,Chennai,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,29-04-2023,75,0,3,81,23,Completed,Yes,3.5,Positive
STU0500,40,Female,Kolkata,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Mobile,30-01-2024,42,27,10,99,25,Completed,Yes,4.8,Negative
STU0501,43,Male,Mumbai,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,13-08-2024,47,5,3,59,13,Dropped,No,,Negative
STU0502,22,Female,Ahmedabad,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,14-07-2023,5,46,13,58,18,Dropped,No,,Negative
STU0503,43,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,18-09-2023,89,35,13,71,16,Completed,Yes,4.2,Neutral
STU0504,38,Female,Bangalore,Master's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,15-02-2023,49,10,5,51,16,Dropped,No,,Negative
STU0505,40,Male,Pune,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,22-03-2024,37,4,16,92,25,Completed,Yes,4.2,Neutral
STU0506,26,Other,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,02-01-2023,34,49,1,46,10,Dropped,No,,Negative
STU0507,29,Male,Pune,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Desktop,16-06-2024,73,23,7,71,9,Dropped,No,,Negative
STU0508,38,Male,Ahmedabad,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,05-07-2024,70,46,3,82,11,Completed,Yes,4.5,Negative
STU0509,18,Male,Pune,Master's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,17-11-2024,18,17,9,93,25,Completed,Yes,4.6,Neutral
STU0510,43,Female,Bangalore,PhD,Student,Data Science with Python,Data Analytics,4999,Tablet,21-07-2023,78,19,6,82,26,Completed,Yes,3.5,Neutral
STU0511,43,Male,Chennai,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,08-01-2024,19,27,3,36,29,Dropped,No,,Negative
STU0512,18,Male,Hyderabad,Master's,Working Professional,Python for Beginners,Programming,1999,Desktop,17-03-2024,78,12,15,68,26,Completed,Yes,4.8,Positive
STU0513,32,Male,Kolkata,Bachelor's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,13-03-2023,40,4,13,42,4,Dropped,No,,Neutral
STU0514,19,Male,Hyderabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,11-11-2024,17,29,15,91,10,Dropped,No,,Negative
STU0515,39,Female,Hyderabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,05-12-2023,60,0,8,32,3,Dropped,No,,Negative
STU0516,33,Female,Mumbai,Master's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,30-09-2024,99,21,3,42,6,Dropped,No,,Neutral
STU0517,42,Male,Bangalore,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,18-11-2023,93,17,5,76,3,Dropped,No,,Neutral
STU0518,25,Male,Ahmedabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,10-11-2024,42,45,0,81,27,Completed,Yes,5,Neutral
STU0519,30,Female,Ahmedabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,08-05-2023,81,4,6,73,9,Dropped,No,,Negative
STU0520,38,Male,Kolkata,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,04-11-2023,107,30,0,39,3,Dropped,No,,Negative
STU0521,18,Male,Chennai,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,03-06-2024,72,5,18,71,18,Dropped,No,,Negative
STU0522,33,Other,Mumbai,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,13-11-2023,65,26,7,42,8,Dropped,No,,Negative
STU0523,24,Female,Delhi,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,13-11-2024,109,24,2,54,22,Completed,No,4,Positive
STU0524,22,Male,Chennai,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Desktop,23-02-2024,53,28,0,86,8,Completed,Yes,3.8,Positive
STU0525,39,Female,Pune,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,01-12-2023,100,27,0,53,15,Completed,Yes,3.6,Neutral
STU0526,40,Male,Chennai,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,17-02-2024,7,15,6,52,13,Dropped,No,,Neutral
