Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment,Completion_Flag,Age_Group
STU0355,41,Male,Chennai,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,2023-11-20,12,5,7,34,4,Dropped,No,0.0,Negative,0,38-44
STU0356,25,Other,Ahmedabad,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2023-03-16,23,34,9,56,18,Dropped,No,0.0,Negative,0,25-30
STU0357,24,Male,Pune,Master's,Student,Data Science with Python,Data Analytics,4999,Mobile,2023-01-10,79,14,13,90,12,Completed,Yes,4.3,Positive,1,18-24
STU0358,20,Male,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-04-14,97,28,13,39,17,Completed,Yes,3.6,Positive,1,18-24
STU0359,34,Female,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2024-09-28,13,2,19,54,9,Dropped,No,0.0,Negative,0,31-37
STU0360,18,Male,Ahmedabad,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,2024-07-30,87,10,10,53,29,Completed,Yes,3.0,Positive,1,18-24
STU0361,33,Other,Mumbai,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,2023-04-13,102,2,5,50,19,Dropped,No,0.0,Neutral,0,31-37
STU0362,29,Female,Pune,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,2023-03-17,96,27,0,38,14,Completed,Yes,3.5,Positive,1,25-30
STU0363,44,Female,Mumbai,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Desktop,2024-07-04,45,9,18,87,14,Dropped,No,0.0,Neutral,0,38-44
STU0364,36,Female,Chennai,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,2023-08-07,114,49,6,43,17,Completed,Yes,3.0,Positive,1,31-37
STU0365,39,Female,Pune,High School,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2024-06-02,99,32,17,58,2,Completed,Yes,3.4,Neutral,1,38-44
STU0366,40,Female,Chennai,Master's,Student,Data Science with Python,Data Analytics,4999,Tablet,2023-09-29,65,47,2,73,8,Completed,Yes,3.1,Positive,1,38-44
STU0367,39,Female,Hyderabad,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-05-16,47,15,19,58,5,Dropped,No,0.0,Negative,0,38-44
STU0368,31,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Tablet,2023-12-24,58,9,10,36,27,Dropped,No,0.0,Negative,0,31-37
STU0369,23,Male,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2023-03-12,109,32,4,38,7,Completed,Yes,3.8,Negative,1,18-24
STU0370,23,Male,Pune,PhD,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-09-08,5,35,18,67,22,Dropped,No,0.0,Negative,0,18-24
STU0371,30,Female,Pune,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Mobile,2024-01-14,77,2,1,54,29,Completed,Yes,4.4,Positive,1,25-30
STU0372,36,Male,Kolkata,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2023-10-19,118,4,3,51,16,Completed,No,4.1,Positive,1,31-37
STU0373,39,Male,Chennai,High School,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,2023-06-11,5,11,9,66,16,Dropped,No,0.0,Neutral,0,38-44
STU0374,25,Male,Hyderabad,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Mobile,2024-03-24,60,43,1,66,17,Completed,Yes,3.1,Neutral,1,25-30
STU0375,44,Male,Delhi,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2024-07-10,96,12,7,83,22,Completed,No,4.8,Neutral,1,38-44
STU0376,44,Female,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2023-11-06,115,23,0,65,27,Completed,Yes,5.0,Neutral,1,38-44
STU0377,19,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2024-09-18,21,43,5,54,7,Dropped,No,0.0,Negative,0,18-24
STU0378,38,Male,Mumbai,High School,Freelancer,SQL Fundamentals,Data Analytics,2499,Tablet,2024-10-31,24,31,10,36,20,Dropped,No,0.0,Negative,0,38-44
STU0379,18,Female,Chennai,Master's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,2024-06-25,18,15,9,61,8,Dropped,No,0.0,Neutral,0,18-24
STU0380,32,Female,Kolkata,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,2023-01-09,21,31,12,48,8,Dropped,No,0.0,Neutral,0,31-37
STU0381,18,Male,Kolkata,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2024-11-14,54,44,0,89,23,Completed,Yes,3.9,Neutral,1,18-24
STU0382,22,Female,Pune,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,2024-07-21,10,36,1,36,11,Dropped,No,0.0,Negative,0,18-24
STU0383,33,Male,Mumbai,PhD,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2023-11-03,24,35,2,33,15,Dropped,No,0.0,Negative,0,31-37
STU0384,36,Male,Mumbai,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Tablet,2024-11-10,104,20,8,43,18,Completed,Yes,3.6,Positive,1,31-37
STU0385,21,Other,Ahmedabad,Master's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2023-04-17,111,46,4,76,6,Completed,Yes,3.4,Neutral,1,18-24
STU0386,20,Male,Mumbai,Master's,Working Professional,Python for Beginners,Programming,1999,Mobile,2023-05-18,85,11,9,69,22,Completed,Yes,3.3,Positive,1,18-24
STU0387,34,Female,Kolkata,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2023-09-28,89,20,9,76,12,Completed,Yes,4.3,Neutral,1,31-37
STU0388,34,Female,Delhi,PhD,Student,Business Intelligence,BI Tools,4499,Tablet,2023-04-29,116,20,11,80,15,Completed,Yes,4.5,Neutral,1,31-37
STU0389,29,Male,Bangalore,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,2023-04-20,60,42,17,58,28,Completed,Yes,4.9,Negative,1,25-30
STU0390,31,Female,Chennai,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-07-20,57,5,0,74,23,Dropped,No,0.0,Neutral,0,31-37
STU0391,38,Female,Bangalore,Master's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-06-09,23,8,2,55,6,Dropped,No,0.0,Negative,0,38-44
STU0392,23,Male,Kolkata,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2023-10-06,22,0,4,56,18,Dropped,No,0.0,Neutral,0,18-24
STU0393,20,Female,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Desktop,2023-10-16,68,11,16,33,24,Dropped,No,0.0,Neutral,0,18-24
STU0394,26,Female,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2024-09-11,34,13,7,46,20,Dropped,No,0.0,Negative,0,25-30
STU0395,22,Female,Bangalore,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2023-08-04,70,5,16,50,9,Dropped,No,0.0,Negative,0,18-24
STU0396,41,Female,Mumbai,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,2023-12-18,28,0,8,92,8,Dropped,No,0.0,Negative,0,38-44
STU0397,34,Male,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2023-07-28,95,21,5,63,14,Completed,Yes,3.7,Neutral,1,31-37
STU0398,31,Female,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2024-10-11,99,33,16,87,19,Completed,No,4.8,Neutral,1,31-37
STU0399,38,Female,Mumbai,High School,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2023-09-28,39,10,7,67,19,Dropped,No,0.0,Neutral,0,38-44
STU0400,20,Female,Ahmedabad,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,2024-06-01,42,2,6,76,8,Dropped,No,0.0,Negative,0,18-24
STU0401,18,Female,Pune,Master's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2024-05-15,23,41,6,94,2,Dropped,No,0.0,Neutral,0,18-24
STU0402,37,Female,Pune,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Mobile,2023-09-15,70,5,14,41,25,Dropped,No,0.0,Negative,0,31-37
STU0403,38,Male,Bangalore,PhD,Student,Excel for Analytics,BI Tools,1499,Desktop,2023-02-22,80,5,6,23,4,Dropped,No,0.0,Negative,0,38-44
STU0404,40,Female,Kolkata,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-04-05,2,19,7,91,6,Dropped,No,0.0,Negative,0,38-44
STU0405,18,Female,Ahmedabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2024-10-11,24,20,8,65,3,Dropped,No,0.0,Negative,0,18-24
STU0406,20,Female,Mumbai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2024-03-09,17,1,14,78,3,Dropped,No,0.0,Neutral,0,18-24
STU0407,35,Female,Ahmedabad,Bachelor's,Freelancer,Data Science with Python,Data Analytics,4999,Desktop,2023-10-11,109,25,1,53,19,Completed,Yes,3.9,Positive,1,31-37
STU0408,42,Male,Bangalore,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,2023-02-15,65,30,6,30,11,Dropped,No,0.0,Neutral,0,38-44
STU0409,27,Male,Pune,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,2023-01-04,70,25,14,50,29,Completed,Yes,4.8,Positive,1,25-30
STU0410,39,Male,Hyderabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2023-12-08,69,31,17,30,10,Dropped,No,0.0,Neutral,0,38-44
STU0411,43,Male,Chennai,PhD,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,2023-05-14,109,9,17,75,12,Completed,Yes,3.8,Positive,1,38-44
STU0412,20,Female,Bangalore,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2024-10-14,60,22,9,57,14,Dropped,No,0.0,Negative,0,18-24
STU0413,25,Female,Ahmedabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-09-26,119,5,17,40,28,Completed,Yes,3.2,Positive,1,25-30
STU0414,31,Female,Hyderabad,High School,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-06-15,50,22,0,29,18,Dropped,No,0.0,Negative,0,31-37
STU0415,41,Male,Chennai,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-03-28,93,27,6,45,24,Completed,Yes,4.9,Positive,1,38-44
STU0416,35,Female,Delhi,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2024-07-18,12,48,2,27,9,Dropped,No,0.0,Negative,0,31-37
STU0417,32,Male,Bangalore,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2024-03-13,103,29,13,27,15,Completed,Yes,4.7,Positive,1,31-37
STU0418,39,Male,Bangalore,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Tablet,2024-07-28,47,13,11,79,24,Completed,Yes,3.3,Positive,1,38-44
STU0419,40,Female,Delhi,High School,Student,Python for Beginners,Programming,1999,Desktop,2023-01-10,67,36,13,91,26,Completed,Yes,4.7,Positive,1,38-44
STU0420,19,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-04-25,112,31,3,53,3,Completed,Yes,3.2,Positive,1,18-24
STU0421,44,Male,Bangalore,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2023-03-19,65,48,12,35,23,Completed,Yes,5.0,Neutral,1,38-44
STU0422,27,Male,Delhi,Master's,Working Professional,Business Intelligence,BI Tools,4499,Tablet,2023-06-02,27,33,15,32,11,Dropped,No,0.0,Negative,0,25-30
STU0423,19,Male,Mumbai,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,2024-07-12,48,40,15,95,10,Completed,No,3.8,Positive,1,18-24
STU0424,43,Male,Chennai,Master's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,2023-02-06,88,43,4,41,18,Completed,Yes,3.3,Neutral,1,38-44
STU0425,34,Female,Chennai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Tablet,2024-01-14,62,21,19,46,4,Dropped,No,0.0,Neutral,0,31-37
STU0426,25,Male,Chennai,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,2024-08-19,44,30,5,83,28,Completed,Yes,5.0,Positive,1,25-30
STU0427,18,Female,Mumbai,Master's,Student,Data Science with Python,Data Analytics,4999,Desktop,2024-07-19,19,6,5,21,13,Dropped,No,0.0,Neutral,0,18-24
STU0428,26,Male,Kolkata,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,2023-06-01,59,40,17,45,29,Completed,Yes,4.7,Neutral,1,25-30
STU0429,28,Male,Delhi,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,2024-03-16,8,20,5,88,6,Dropped,No,0.0,Negative,0,25-30
STU0430,39,Male,Hyderabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2023-05-11,55,15,6,49,27,Dropped,No,0.0,Negative,0,38-44
STU0431,33,Male,Delhi,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Mobile,2023-02-12,108,19,15,27,21,Completed,Yes,4.5,Positive,1,31-37
STU0432,24,Male,Bangalore,Master's,Working Professional,Python for Beginners,Programming,1999,Mobile,2023-11-12,47,42,8,57,13,Dropped,No,0.0,Negative,0,18-24
STU0433,27,Male,Pune,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,2024-01-09,2,43,12,80,25,Completed,Yes,5.0,Neutral,1,25-30
STU0434,40,Female,Ahmedabad,Master's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2023-02-10,94,46,11,84,26,Completed,Yes,3.9,Positive,1,38-44
STU0435,43,Male,Ahmedabad,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2024-01-02,94,49,18,86,20,Completed,Yes,4.4,Positive,1,38-44
STU0436,20,Female,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-08-04,113,18,0,65,5,Completed,No,3.8,Positive,1,18-24
STU0437,35,Male,Delhi,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Desktop,2024-11-29,39,47,7,91,20,Completed,Yes,3.8,Positive,1,31-37
STU0438,42,Female,Hyderabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2023-09-13,45,31,3,62,14,Dropped,No,0.0,Negative,0,38-44
STU0439,41,Female,Bangalore,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Tablet,2024-11-13,32,14,18,78,13,Dropped,No,0.0,Negative,0,38-44
STU0440,30,Female,Mumbai,PhD,Student,Machine Learning Basics,AI/ML,5999,Mobile,2023-04-16,65,4,4,65,14,Dropped,No,0.0,Neutral,0,25-30
STU0441,43,Female,Kolkata,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-12-29,38,10,16,91,8,Dropped,No,0.0,Neutral,0,38-44
STU0442,24,Male,Mumbai,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Tablet,2024-07-27,77,14,2,54,16,Dropped,No,0.0,Neutral,0,18-24
STU0443,42,Female,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2024-02-21,11,28,18,58,13,Dropped,No,0.0,Neutral,0,38-44
STU0444,21,Male,Bangalore,Bachelor's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Desktop,2024-09-27,10,49,0,70,24,Completed,Yes,3.5,Positive,1,18-24
STU0445,30,Female,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Tablet,2023-06-08,112,44,0,23,15,Completed,Yes,3.9,Positive,1,25-30
STU0446,37,Male,Delhi,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2023-08-31,59,3,19,99,19,Completed,Yes,3.3,Positive,1,31-37
STU0447,18,Male,Bangalore,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-06-16,90,48,8,96,1,Completed,Yes,3.4,Positive,1,18-24
STU0448,25,Female,Ahmedabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2023-07-01,55,35,4,70,22,Completed,Yes,4.8,Neutral,1,25-30
STU0449,31,Female,Kolkata,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2024-02-27,20,47,6,24,2,Dropped,No,0.0,Negative,0,31-37
STU0450,33,Female,Mumbai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2023-01-26,81,22,5,74,18,Completed,Yes,4.5,Positive,1,31-37
STU0451,31,Female,Kolkata,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2023-07-03,17,14,16,39,19,Dropped,No,0.0,Neutral,0,31-37
STU0452,29,Other,Kolkata,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-12-07,68,45,16,43,8,Dropped,No,0.0,Negative,0,25-30
STU0453,36,Male,Hyderabad,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2024-02-26,5,43,12,55,3,Dropped,No,0.0,Neutral,0,31-37
STU0454,40,Male,Hyderabad,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,2024-11-16,60,2,11,53,23,Dropped,No,0.0,Neutral,0,38-44
STU0455,32,Male,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2023-09-12,23,31,3,73,26,Completed,Yes,3.1,Positive,1,31-37
STU0456,19,Male,Hyderabad,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2023-10-01,46,9,7,53,14,Dropped,No,0.0,Negative,0,18-24
STU0457,19,Female,Hyderabad,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2023-06-13,52,39,4,36,26,Completed,No,4.3,Positive,1,18-24
STU0458,40,Male,Bangalore,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-04-21,10,37,4,24,9,Dropped,No,0.0,Negative,0,38-44
STU0459,39,Female,Ahmedabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2024-01-27,46,21,12,37,29,Dropped,No,0.0,Negative,0,38-44
STU0460,36,Male,Chennai,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-02-09,28,13,10,74,8,Dropped,No,0.0,Negative,0,31-37
STU0461,42,Female,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2024-04-26,97,16,7,72,17,Completed,Yes,4.2,Positive,1,38-44
STU0462,43,Female,Bangalore,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2023-08-16,43,20,7,69,23,Dropped,No,0.0,Neutral,0,38-44
STU0463,39,Male,Chennai,PhD,Student,Excel for Analytics,BI Tools,1499,Mobile,2023-07-24,26,47,0,91,23,Completed,Yes,4.9,Positive,1,38-44
STU0464,43,Male,Kolkata,High School,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2024-04-16,55,14,12,98,24,Completed,No,4.8,Positive,1,38-44
STU0465,43,Male,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-12-25,114,14,4,64,16,Completed,Yes,3.5,Positive,1,38-44
STU0466,39,Male,Pune,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2023-11-09,48,0,7,32,10,Dropped,No,0.0,Neutral,0,38-44
STU0467,34,Male,Bangalore,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2023-08-22,29,23,16,35,21,Dropped,No,0.0,Neutral,0,31-37
STU0468,37,Male,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Tablet,2023-08-17,27,11,12,32,10,Dropped,No,0.0,Negative,0,31-37
STU0469,27,Male,Chennai,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2023-01-25,18,9,8,39,25,Dropped,No,0.0,Negative,0,25-30
STU0470,23,Female,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,2024-11-06,104,45,1,85,25,Completed,Yes,3.1,Positive,1,18-24
STU0471,32,Female,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2023-07-17,60,41,18,66,24,Completed,Yes,4.2,Negative,1,31-37
STU0472,39,Female,Chennai,High School,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2024-02-13,74,41,19,38,6,Dropped,No,0.0,Negative,0,38-44
STU0473,28,Male,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2023-12-03,106,30,16,64,22,Completed,Yes,3.9,Positive,1,25-30
STU0474,22,Female,Mumbai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-10-13,69,10,6,56,17,Dropped,No,0.0,Negative,0,18-24
STU0475,18,Male,Bangalore,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,2023-03-13,74,15,2,73,29,Completed,Yes,4.3,Positive,1,18-24
STU0476,25,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Tablet,2023-10-13,114,8,18,25,16,Dropped,No,0.0,Neutral,0,25-30
STU0477,38,Female,Pune,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Tablet,2023-12-26,21,46,18,33,15,Dropped,No,0.0,Negative,0,38-44
STU0478,29,Male,Ahmedabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2024-10-18,24,13,8,23,22,Dropped,No,0.0,Negative,0,25-30
STU0479,29,Female,Kolkata,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,2024-06-05,102,18,9,74,14,Completed,Yes,4.7,Positive,1,25-30
STU0480,22,Female,Chennai,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2024-02-14,3,30,13,53,4,Dropped,No,0.0,Neutral,0,18-24
STU0481,24,Male,Ahmedabad,Master's,Student,Machine Learning Basics,AI/ML,5999,Mobile,2024-11-26,104,8,17,46,4,Dropped,No,0.0,Negative,0,18-24
STU0482,21,Male,Bangalore,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2024-07-03,95,35,14,26,2,Dropped,No,0.0,Neutral,0,18-24
STU0483,23,Male,Delhi,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,2023-12-06,62,38,0,22,29,Completed,Yes,3.5,Positive,1,18-24
STU0484,30,Female,Kolkata,Master's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2023-01-29,105,25,5,66,11,Completed,Yes,3.1,Positive,1,25-30
STU0485,37,Male,Ahmedabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-04-29,101,7,14,21,4,Dropped,No,0.0,Negative,0,31-37
STU0486,32,Male,Mumbai,High School,Freelancer,Python for Beginners,Programming,1999,Desktop,2023-09-25,2,23,5,99,21,Dropped,No,0.0,Neutral,0,31-37
STU0487,20,Male,Ahmedabad,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2023-07-02,66,7,17,44,29,Dropped,No,0.0,Negative,0,18-24
STU0488,40,Female,Pune,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2024-08-17,103,18,0,79,28,Completed,Yes,3.9,Positive,1,38-44
STU0489,25,Male,Delhi,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2023-09-29,113,46,2,98,21,Completed,Yes,4.1,Positive,1,25-30
STU0490,37,Male,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2023-02-09,42,47,16,43,16,Dropped,No,0.0,Negative,0,31-37
STU0491,33,Female,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Mobile,2023-04-22,108,29,15,34,21,Completed,Yes,4.5,Positive,1,31-37
STU0492,30,Female,Chennai,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,2024-09-02,34,21,7,33,4,Dropped,No,0.0,Negative,0,25-30
STU0493,35,Male,Kolkata,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,2024-03-20,42,8,16,73,1,Dropped,No,0.0,Negative,0,31-37
STU0494,27,Male,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,2023-12-20,20,43,7,97,26,Completed,Yes,4.6,Negative,1,25-30
STU0495,36,Male,Hyderabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2023-11-18,97,47,16,25,24,Completed,Yes,3.3,Neutral,1,31-37
STU0496,34,Female,Mumbai,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,2024-03-22,68,3,8,97,19,Completed,Yes,5.0,Positive,1,31-37
STU0497,41,Male,Hyderabad,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,2024-09-12,45,36,11,37,2,Dropped,No,0.0,Negative,0,38-44
STU0498,36,Female,Hyderabad,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-06-07,108,7,18,39,9,Dropped,No,0.0,Neutral,0,31-37
STU0499,43,Female,Chennai,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2023-04-29,75,0,3,81,23,Completed,Yes,3.5,Positive,1,38-44
STU0500,40,Female,Kolkata,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Mobile,2024-01-30,42,27,10,99,25,Completed,Yes,4.8,Negative,1,38-44
STU0501,43,Male,Mumbai,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2024-08-13,47,5,3,59,13,Dropped,No,0.0,Negative,0,38-44
STU0502,22,Female,Ahmedabad,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-07-14,5,46,13,58,18,Dropped,No,0.0,Negative,0,18-24
STU0503,43,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-09-18,89,35,13,71,16,Completed,Yes,4.2,Neutral,1,38-44
STU0504,38,Female,Bangalore,Master's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,2023-02-15,49,10,5,51,16,Dropped,No,0.0,Negative,0,38-44
STU0505,40,Male,Pune,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,2024-03-22,37,4,16,92,25,Completed,Yes,4.2,Neutral,1,38-44
STU0506,26,Other,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2023-01-02,34,49,1,46,10,Dropped,No,0.0,Negative,0,25-30
STU0507,29,Male,Pune,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-06-16,73,23,7,71,9,Dropped,No,0.0,Negative,0,25-30
STU0508,38,Male,Ahmedabad,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2024-07-05,70,46,3,82,11,Completed,Yes,4.5,Negative,1,38-44
STU0509,18,Male,Pune,Master's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,2024-11-17,18,17,9,93,25,Completed,Yes,4.6,Neutral,1,18-24
